	DrugBank_ID	DrugBank_Name	Indication	Targets	Proximity	FDR
10	DB08473	Dichlororibofuranosylbenzimidazole		CSNK2A1	-4.703760387539072	<0.0001
11	DB04462	Tetrabromo-2-Benzotriazole		CSNK2A1	-4.703760387539072	<0.0001
12	DB03444	6-bromoindirubin-3'-oxime		GSK3B	-4.646722237399201	<0.0001
13	DB01950	AR-AO-14418		GSK3B	-4.646722237399201	<0.0001
14	DB13978	Selisistat		SIRT1	-4.317955043763414	<0.0001
15	DB03044	Doramapimod		MAPK14	-4.2692901211275975	<0.0001
16	DB07138	Neflamapimod		MAPK14	-4.2692901211275975	<0.0001
17	DB05482	7-ethyl-10-hydroxycamptothecin	Investigated for use/treatment in colorectal cancer.	TOP1	-4.155801938231639	<0.0001
18	DB04690	Camptothecin	Investigated for the treatment of cancer.	TOP1	-4.155801938231639	<0.0001
19	DB07460	2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE		PTK2	-3.926174370036232	<0.0001
20	DB15399	BMS-754807		INSR, IGF1R	-3.870416074163788	<0.0001
21	DB13044	Gossypol		BCL2L1	-3.867959332806868	<0.0001
22	DB08881	Vemurafenib	"Vemurafenib is approved since 2011 for the treatment of metastatic melanoma with a mutation on BRAF in the valine located in the exon 15 at codon 600, this mutation is denominated as V600E.[A31270] The V600E mutation, a substitution of glutamic acid for valine, accounts for 54% of the cases of cutaneous melanoma.[A31271] 
Vemurafenib approval was extended in 2017, for its use as a treatment of adult patients with Erdheim-Chester Disease whose cancer cells present BRAF V600 mutation.[L1013] Erdheim-Chester disease is an extremely rare histiocyte cell disorder that affects large bones, large vessels, central nervous system, as well as, skin and lungs. It is reported an association of Erdheim-Chester disease and V600E mutation.[A31272]"	BRAF	-3.7694206268937225	<0.0001
23	DB06999	PLX-4720		BRAF	-3.7694206268937225	<0.0001
24	DB12015	Alpelisib	Alpelisib is indicated in combination with fulvestrant to treat postmenopausal women, and men, with advanced or metastatic breast cancer.[Label] This cancer must be hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, and PIK3CA­ mutated.[Label] The cancer must be detected by an FDA-approved test following progression on or after an endocrine-based regimen.[Label]	PIK3CA	-3.749767735814339	<0.0001
25	DB07350	(2E)-N-hydroxy-3-[1-methyl-4-(phenylacetyl)-1H-pyrrol-2-yl]prop-2-enamide		HDAC8	-3.506191343738554	<0.0001
26	DB02565	4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide		HDAC8	-3.506191343738554	<0.0001
27	DB01131	Proguanil	For the causal prevention and suppression of malaria caused by susceptible strains of <i>P. falciparum</i> and other species of Plasmodium found in some geographical areas of the world.	DHFR	-3.4557578658542734	<0.0001
28	DB04149	(R)-Rolipram		PDE4B, PDE4D	-3.123161293373001	<0.0001
29	DB02424	Geldanamycin		HSP90B1, HSP90AB1, HSP90AA1	-3.116323856384754	<0.0001
30	DB02877	Arotinoid acid		RARB	-2.9480776623039864	<0.0001
31	DB01013	Clobetasol propionate	Clobetasol propionate is indicated to treat moderate to severe plaque psoriasis[L11818,L118121,L11824] as well as inflammatory and pruritic manifestations of corticosteroid responsive dermatoses.[L11815,L11827]	ANXA1, NR3C2, NR3C1	-2.478438921586255	<0.0001
32	DB01380	Cortisone acetate	Cortisone acetate is indicated to treat a wide variety of endocrine, rheumatic, collagen, dermatologic, allergic, ophthalmic, respiratory, hematologic, neoplastic, edematous, and gastrointestinal diseases and disorders.[A226300,L13203]	ANXA1, NR3C1	-2.2675275256154666	<0.0001
33	DB01222	Budesonide	Budesonide extended release capsules are indicated for the treatment and maintenance of mild to moderate Crohn’s disease.[L10601,L10604] Various inhaled budesonide products are indicated for prophylactic therapy in asthma[L10607,L10613,L10619] and reducing exacerbations of COPD.[L10619] A budesonide nasal spray is available over the counter for symptoms of hay fever and upper respiratory allergies.[L10616] Extended-release capsules are indicated to induce remission of mild to moderate ulcerative colitis[L10622] and a rectal foam is used for mild to moderate distal ulcerative colitis.[L10625] In addition, a delayed-release capsule formulation of budesonide is indicated to reduce proteinuria in adults with IgA nephropathy at risk of rapid disease progression.[L39479]	ANXA1, NR3C1	-2.2675275256154666	<0.0001
34	DB14512	Mometasone furoate	There are 3 formulations of mometasone furoate with various indications. The inhaler is indicated for prophylaxis of asthma in patients ≥4 years[FDA Label]. The nasal spray is indicated for treating nasal symptoms of allergic rhinitis in patients ≥2 years, treating symptoms of nasal congestion from seasonal allergic rhinitis in patients ≥2 years, treating nasal polyps in patients ≥18 years, and prophylaxis of seasonal allergic rhinitis in patients ≥12 years[F4292]. The ointment is indicated for symptomatic treatment of dermatitis and pruritis in patients ≥2 years[F4295].	PGR, NR3C1	-2.2675275256154666	<0.0001
35	DB08521	4-[4-(4-Fluorophenyl)-2-[4-[(R)-methylsulfinyl]phenyl]-1H-imidazol-5-yl]pyridine		MAPK14, MAPK1	-1.987455081622898	<0.0001
36	DB00762	Irinotecan	For the treatment of metastatic colorectal cancer (first-line therapy when administered with 5-fluorouracil and leucovorin). Also used in combination with cisplatin for the treatment of extensive small cell lung cancer. Irinotecan is currently under investigation for the treatment of metastatic or recurrent cervical cancer. Also used in combination with fluorouracil and leucovorin for the treatment of patients with metastatic adenocarcinoma of the pancreas after disease progression following gemcitabine-based therapy. 	TOP1, TOP1MT	-1.9307109901749189	<0.0001
37	DB01030	Topotecan	For the treatment of advanced ovarian cancer in patients with disease that has recurred or progressed following therapy with platinum-based regimens. Also used as a second-line therapy for treatment-sensitive small cell lung cancer, as well as in combination with cisplatin for the treatment of stage IV-B, recurrent, or persistent cervical cancer not amenable to curative treatment with surgery and/or radiation therapy.	TOP1, TOP1MT	-1.9307109901749189	<0.0001
38	DB08059	Wortmannin		PLK1, PIK3CA, PIK3CG, PIK3R1	-1.8870457990451939	<0.0001
39	DB01041	Thalidomide	For the acute treatment of the cutaneous manifestations of moderate to severe erythema nodosum leprosum (ENL). Also for use as maintenance therapy for prevention and suppression of the cutaneous manifestations of ENL recurrence.	ORM1, TNF, NFKB1, PTGS2, FGFR2, CRBN	-1.7999004295787977	<0.0001
40	DB00588	Fluticasone propionate	Fluticasone propionate is indicated as an inhaler for the treatment and management of asthma by prophylaxis[FDA Label]as well as inflammatory and pruritic dermatoses[F4355]. Fluticasone propionate nasal spray is indicated for managing allergic and nonallergic rhinitis[L8309,F4358].	PLA2G4A, PGR, NR3C2, NR3C1	-1.7852342017192409	<0.0001
41	DB01229	Paclitaxel	Used in the treatment of Kaposi's sarcoma and cancer of the lung, ovarian, and breast. Abraxane® is specfically indicated for the treatment of metastatic breast cancer and locally advanced or metastatic non-small cell lung cancer.	TUBB1, MAP4, BCL2, NR1I2, MAP2, MAPT	-1.7793393781704299	<0.0001
42	DB01248	Docetaxel	For the treatment of patients with locally advanced or metastatic breast cancer after failure of prior chemotherapy. Also used as a single agent in the treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of prior platinum-based chemotherapy. It is also used in combination with prednisone, in the treatment of patients with androgen independent (hormone refractory) metastatic prostate cancer. Furthermore, docetaxel has uses in the treatment of gastric adenocarinoma and head and neck cancer. 	TUBB1, MAP4, BCL2, NR1I2, MAP2, MAPT	-1.7793393781704299	<0.0001
43	DB05984	RAF-265	Investigated for use/treatment in melanoma.	KDR, BRAF	-1.7375203345059607	<0.0001
44	DB00694	Daunorubicin	"For remission induction in acute nonlymphocytic leukemia (myelogenous, monocytic, erythroid) of adults and for remission induction in acute lymphocytic leukemia of children and adults.

Daunorubicin is indicated in combination with [cytarabine] for the treatment of newly-diagnosed therapy-related acute myeloid leukemia (t-AML) or AML with myelodysplasia-related changes (AML-MRC) in adults and pediatric patients 1 year and older.[L32843]"	TOP2B, TOP2A	-1.708862494864171	<0.0001
45	DB00773	Etoposide	For use in combination with other chemotherapeutic agents in the treatment of refractory testicular tumors and as first line treatment in patients with small cell lung cancer. Also used to treat other malignancies such as lymphoma, non-lymphocytic leukemia, and glioblastoma multiforme.	TOP2B, TOP2A	-1.708862494864171	<0.0001
46	DB00380	Dexrazoxane	For reducing the incidence and severity of cardiomyopathy associated with doxorubicin administration in women with metastatic breast cancer who have received a cumulative doxorubicin hydrochloride dose of 300 mg/m^2 and would benefit from continued doxorubicin therapy. Also approved for the treatment of extravasation from intravenous anthracyclines.	TOP2B, TOP2A	-1.708862494864171	<0.0001
47	DB01782	Pyrazolanthrone		TTK, MAPK10, MAPK8IP1, MAPK8	-1.6127000846541875	<0.0001
48	DB04297	Trichostatin A		HDAC7, HDAC8	-1.6059056929283761	<0.0001
49	DB11781	Tosedostat		LTA4H, NPEPPS	-1.6010175688057207	<0.0001
50	DB00631	Clofarabine	For the treatment of pediatric patients 1 to 21 years old with relapsed or refractory acute lymphocytic (lymphoblastic) leukemia after at least two prior regimens. It is designated as an orphan drug by the FDA for this use.	RRM1, POLA1	-1.507386512820279	<0.0001
51	DB00717	Norethisterone	"Norethisterone is indicated as an oral contraceptive when given as monotherapy[L9527] or in combination with an estrogen component, such as [ethinylestradiol] or [estradiol].[L10313,L10307] In combination with an estrogen component, oral norethisterone is also indicated as a hormone replacement therapy in the treatment of postmenopausal osteoporosis and moderate-to-severe vasomotor symptoms arising from menopause.[L10304] When applied via transdermal patch, the combination of norethisterone and estradiol is indicated for the treatment of hypoestrogenism, vulvovaginal atrophy, and moderate-severe vasomotor symptoms.[L10301]

Norethisterone, taken in combination with intramuscular [leuprolide], is also indicated for the symptomatic treatment of endometriosis-related pain.[L10310]"	PGR, AR, NR3C1	-1.4135583644497103	<0.0001
52	DB08912	Dabrafenib	"Tafinlar is a kinase inhibitor that was initially indicated as a single agent for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an FDA-approved test [FDA label].

Tafinlar in combination with [DB08911] is indicated for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test. The use in combination is based on the demonstration of durable response rate. Improvement in disease-related symptoms or overall survival has not been demonstrated for Tafinlar in combination with trametinib [FDA label].

In May 2018, Tafinlar (dabrafenib) and Mekinist ([DB08911]) have been approved in combination to treat anaplastic thyroid cancer caused by an abnormal BRAF V600E gene [L2712]."	SIK1, RAF1, LIMK1, BRAF, NEK11	-1.4108745937211422	<0.0001
53	DB00343	Diltiazem	"**Oral**

Indicated for the management of hypertension, to lower blood pressure, alone or in combination with other antihypertensive agents.[L10556]

Indicated for use to improve exercise tolerance in patients with chronic stable angina.[L10556]

Indicated for the management of variant angina (Prinzmetal's angina).[L6298]

**Intravenous**

Indicated for the short-term management of atrial fibrillation or atrial flutter for temporary control of rapid ventricular rate.[L6292]

Indicated for the rapid conversion of paroxysmal supraventricular tachycardias (PSVT) to sinus rhythm. This includes AV nodal reentrant tachycardias and reciprocating tachycardias associated with an extranodal accessory pathway such as the WPW syndrome or short PR syndrome.[L6292]

**Off-label**

Indicated for off-label uses in anal fissures (as topical formulation), migraine prophylaxis, cramps in lower leg related to rest, pulmonary hypertension,[L6289] idiopathic dilated cardiomyopathy, and proteinuria associated with diabetic nephropathy.[L6298]"	CACNA1C, CACNG1	-1.3151162857931582	<0.0001
54	DB04513	N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide		TNNI3, CALM1, TNNC1	-1.3073370382553418	<0.0001
55	DB00201	Caffeine	Caffeine is indicated for the short term treatment of apnea of prematurity in infants and off label for the prevention and treatment of bronchopulmonary dysplasia caused by premature birth.[T716,L9851] In addition, it is indicated in combination with sodium benzoate to treat respiratory depression resulting from an overdose with CNS depressant drugs.[L9899] Caffeine has a broad range of over the counter uses, and is found in energy supplements, athletic enhancement products, pain relief products, as well as cosmetic products.[T716,L9854,L9872]	PIK3CA, RYR1, ADORA2A, PDE1A, PDE4B, PRKDC, ADORA3, PIK3CD, ITPR1, ATM, ADORA1, PDE1B, ADORA2B, PIK3CB	-1.1652748941361093	<0.0001
56	DB12500	Fedratinib	Fedratinib is indicated to treat adults with primary or secondary myelofibrosis that is either intermediate-2 or high risk.[L8090]	FLT3, JAK1, JAK2	-1.1090710448052274	<0.0001
57	DB12340	Navitoclax		BCL2L2, BCL2, BAD	-1.07577448376857	<0.0001
58	DB05266	Ibudilast	For the treatment of multiple sclerosis, asthma, and cerebrovascular disease.	PDE3A, PDE4B, PDE4C, PDE4A, PDE4D	-1.0726365426201194	<0.0001
59	DB08916	Afatinib	"Afatinib is a kinase inhibitor indicated as monotherapy [L2937] for the first-line [FDA Label] treatment of (a) Epidermal Growth Factor Receptor (EGFR) TKI (tyrosine kinase inhibitor)-naive adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) whose tumours have non-resistant EGFR mutations as detected by an FDA-approved test [FDA Label], and (b) adult patients with locally advanced or metastatic NSCLC of squamous histology progressing on or after platinum-based chemotherapy [FDA Label, L2937].

Recently, as of January 2018, the US FDA approved a supplemental New Drug Application for Boehringer Ingelheim's Gilotrif (afatinib) for the first line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have non-resistant epidermal growth factor receptor (EGFR) mutations as detected by an FDA-approved test [L2939]. The new label includes data on three additional EGFR mutations: L861Q, G719X and S768I [L2939]."	ERBB2, EGFR, ERBB4	-1.0676190670204888	<0.0001
60	DB00756	Hexachlorophene	For use as a surgical scrub and a bacteriostatic skin cleanser. It may also be used to control an outbreak of gram-positive infection where other infection control procedures have been unsuccessful.	ESR1, SDHD, GLUD1	-1.0363618150217158	<0.0001
61	DB01023	Felodipine	For the treatment of mild to moderate essential hypertension. 	CACNA1S, PDE1B, CACNA1H, CACNA1D, PDE1A, CACNB2, TNNC1, NR3C2, TNNC2, CACNA2D2, CACNA1C, CALM1, CACNA2D1	-1.011796066537457	<0.0001
62	DB01115	Nifedipine	Nifedipine capsules are indicated to treat vasospastic angina and chronic stable angina.[L11383] Extended release tablets are indicated to treat vasospastic angina, chronic stable angina, and hypertension.[L11389,L1245]	CACNA1S, CACNA1D, KCND3, CACNB2, CACNA1G, NR1I2, CACNA1C, CALM1	-1.0021370661759115	<0.0001
63	DB07080	TO-901317		NCOA2, RXRB, NR1H3, NR1H2, NCOA1, NR1I2	-0.9999697501845126	<0.0001
64	DB01054	Nitrendipine	For the treatment of mild to moderate hypertension	CACNA1S, CACNA1H, CACNA1D, CACNB2, CACNA2D2, CACNA1C, CACNA2D1	-0.988547993208098	<0.0001
65	DB14544	Hydrocortisone valerate	For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses. Also used to treat endocrine (hormonal) disorders (adrenal insufficiency, Addisons disease). It is also used to treat many immune and allergic disorders, such as arthritis, lupus, severe psoriasis, severe asthma, ulcerative colitis, and Crohn's disease.	ANXA1, HSD3B1, HSD11B2, NR3C1	-0.9865737838668325	<0.0001
66	DB00834	Mifepristone	For the medical termination of intrauterine pregnancy through 49 days' pregnancy. Also indicated to control hyperglycemia secondary to hypercortisolism in adult patients with endogenous Cushing's syndrome who have type 2 diabetes mellitus or glucose intolerance and are not candidates for surgery or have had unsuccessful surgery.	PGR, KLK3, NR1I2, NR3C1	-0.9865737838668325	<0.0001
67	DB08175	(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID		NCOA2, RXRB, NR1H3	-0.9850397407615901	<0.0001
68	DB07863	2-chloro-5-nitro-N-phenylbenzamide		NCOA2, RXRA, PPARG	-0.9850397407615901	<0.0001
69	DB03758	Radicicol		DLAT, HSP90B1, PDK3, HSP90AB1	-0.9725667741464087	<0.0001
70	DB07859	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE		AKT2, PRKACA, GSK3B, PKIA	-0.9408955909384494	<0.0001
71	DB08073	(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE		PRKACA, AKT2, GSK3B, PKIA	-0.9408955909384494	<0.0001
72	DB12695	Phenethyl Isothiocyanate		ATP5MG, HSPA4, TUBB1, CYB5B, RANBP1, TPM1, MT-ND1, USP14, YWHAB, ACTB, PAPPA, TUBB3, SF3A3, SUCLG2, ACTA2, PSMC3, TPM3, TUBA3C, PSMA3, S100A10, TUBB4B, YWHAH, FBXO41, YWHAQ, TUBA4A, VCP, UCHL1, DIABLO, HSPE1, HSPB1, HNRNPK, YWHAZ, HSPH1, HNRNPF, SMARCE1, TPD52L2, VIM, NUDC, TXN, YWHAE, ATP5ME, TUBB2A, TPM4, TUBA1A, ATP5F1B	-0.9212481877572278	<0.0001
73	DB00836	Loperamide	For the control and symptomatic relief of acute nonspecific diarrhea and of chronic diarrhea associated with inflammatory bowel disease or gastroenteritis. Also used for reducing the volume of discharge from ileostomies.	CALM1, NR1I3, OPRM1, OPRK1, POMC, OPRD1, CACNA1A	-0.9158166031902082	<0.0001
74	DB01100	Pimozide	Used for the suppression of motor and phonic tics in patients with Tourette's Disorder who have failed to respond satisfactorily to standard treatment.	DRD3, KCNH2, CALM1, DRD2	-0.906907789221056	<0.0001
75	DB03203	Sphingosine		GLTP, PVR	-0.9018741921273948	<0.0001
76	DB08080	Latrunculin B		SPIRE2, MRTFA, ACTA1	-0.8631505227420219	<0.0001
77	DB05470	VX-702	Investigated for use/treatment in coronary artery disease, inflammatory disorders (unspecified), and rheumatoid arthritis.	MAPK14, IL6, TNF, IL1B	-0.8465375618705484	<0.0001
78	DB08877	Ruxolitinib	"Ruxolitinib is indicated for the treatment of inte1mediate or high-risk myelofibrosis (MF), including prima1y MF, post-polycythemia vera MF and post-essential thrombocythemia MF in adults.[L31938] It is also indicated to treat disease-related splenomegaly or symptoms in adult patients with these conditions.[L32073]

Ruxolitinib is indicated for the treatment of polycythemia vera (PV) in adults who have had an inadequate response to or are intolerant of hydroxyurea.[L31938]

Ruxolitinib is indicated for the treatment of steroid-refracto1y acute graft-versus-host disease (GVHD) in adult and pediatric patients 12 years and older.[L31938]

Ruxolitinib is indicated for topical non-continuous and short-term treatment of mild to moderate atopic dermatitis in immunocompetent patients who are 12 years and older and whose disease is not adequately controlled with topical prescription therapies or when the topical prescription therapies are not advisable.[L39125]"	JAK1, JAK2, JAK3, TYK2	-0.7582082941334701	<0.0001
79	DB08895	Tofacitinib	"For the treatment of moderate to severe rheumatoid arthritis which is resistant or intolerant to methotrexate therapy. It may also be used as an adjunct to methotrexate therapy, or other non-biologic disease-modifying antirheumatic drugs (DMARDS), when methotrexate alone is not sufficient.  

Tofacitinib has also been investigated as a preventative therapy for kidney transplant rejections, and as a treatment for psoriasis, ulcerative colitis, and ankylosing spondylitis. 

It is not to be initiated in patients with a history of chronic or recurrent infections, or in the presence of active infection, even if localized, due to reports of serious and sometimes fatal infections (commonly pneumonia, herpes zoster and urinary tract infections). Use of tofacitinib is also discouraged in those who have been, or are likely to be, exposed to TB. An increased likelihood of exposure may be encountered by traveling to certain areas. In addition, tofacitinib is not to be used in patients with severe hepatic impairment, or low hemoglobin (less than 9g/dL). Cautioned is advised when using tofacitinib in patients at risk of gastrointestinal perforation, and in the elderly who are more susceptible to infection.   "	JAK1, JAK2, JAK3, TYK2	-0.7582082941334701	<0.0001
80	DB01234	Dexamethasone	Dexamethasone and [ciprofloxacin] otic suspension is indicated for bacterial infections with inflammation in acute otitis media and acute otitis externa.[L10698] Intramuscular and intravenous injections are indicated for a number of endocrine, rheumatic, collagen, dermatologic, allergic, ophthalmic, gastrointestinal, respiratory, hematologic, neoplastic, edematous, and other conditions.[L10701] Oral tablets are indicated for the treatment of multiple myeloma.[L10710] An intravitreal implant is indicated for some forms of macular edema and non-infectious posterior uveitis affecting the posterior of the eye.[L10719] Various ophthalmic formulations are indicated for inflammatory conditions of the eye.[L10704,L10707,L10713,L10716,L10722,L10725]	ANXA1, NR0B1, NOS2, NR1I2, NR3C1	-0.7303830355171057	<0.0001
81	DB14649	Dexamethasone acetate		ANXA1, NR0B1, NOS2, NR1I2, NR3C1	-0.7303830355171057	<0.0001
82	DB00480	Lenalidomide	"Lenalidomide is indicated for the treatment of adult patients with multiple myeloma (MM) in combination with dexamethasone. It is also indicated as maintenance therapy in multiple myeloma following autologous hematopoietic stem cell transplantation (auto-HSCT).

It is indicated for the treatment of adult patients with transfusion-dependent anemia due to low- or intermediate-1-risk myelodysplastic syndromes (MDS) associated with a deletion 5q cytogenetic abnormality with or without additional cytogenetic abnormalities.

Lenalidomide is indicated for the treatment of adult patients with mantle cell lymphoma (MCL) whose disease has relapsed or progressed after two prior therapies, one of which included bortezomib.

In combination with a rituximab product, lenalidomide is indicated for the treatment of adult patients with previously treated follicular lymphoma (FL) or previously treated marginal zone lymphoma (MZL).[L16028]"	PTGS2, TNFSF11, CDH5, CRBN	-0.7231752265304846	<0.0001
83	DB08756	Y-27632		ROCK1, ROCK2, PRKACA, PKIA	-0.6875798302351261	<0.0001
84	DB07557	3,20-Pregnanedione		RXRA, NR1I3, NCOA1, AKR1D1	-0.6875798302351261	<0.0001
85	DB08162	Fasudil		ROCK1, ROCK2, PRKACA, PKIA	-0.6875798302351261	<0.0001
86	DB00818	Propofol	Used for induction and/or maintenance of anaesthesia and for management of refractory status epilepticus. 	GABRB3, GABRA1, SCN2A, SCN4A, GABRB2	-0.6709516715668169	<0.0001
87	DB04841	Flunarizine	Used in the prophylaxis of migraine, occlusive peripheral vascular disease, vertigo of central and peripheral origin, and as an adjuvant in the therapy of epilepsy.	CALM1, CACNA1H, CACNA1G, HRH1, CACNA1I	-0.6666502398004845	<0.0001
88	DB11886	Infigratinib	Infigratinib is indicated for the treatment of previously treated, unresectable locally advanced or metastatic cholangiocarcinoma in adults with a fibroblast growth factor receptor 2 (FGFR2) fusion or another rearrangement as detected by an FDA-approved test.[L34299]	FGFR2, FGFR3, FGFR1, FGFR4	-0.6533188054619596	<0.0001
89	DB08896	Regorafenib	Regorafenib is indicated for the treatment of patients with metastatic colorectal cancer (CRC) who have been previously treated with fluoropyrimidine-, oxaliplatin- and irinotecan-based chemotherapy, an anti-VEGF therapy, and, if KRAS wild type, an anti-EGFR therapy. Regorafenib is also indicated for the treatment of patients with locally advanced, unresectable or metastatic gastrointestinal stromal tumour (GIST) who have been previously treated with imatinib mesylate and sunitinib malate. Regorafenib is also indicated for the treatment of patients with hepatocellular carcinoma (HCC) previously treated with sorafenib.[L16835]	PDGFRA, PDGFRB, RAF1, FGFR1, NTRK1, KIT, KDR, TEK, RET, FLT1, FLT4, BRAF, ABL1, FGFR2, DDR2, EPHA2, FRK, MAPK11	-0.6450537516760142	<0.0001
