	DrugBank_ID	DrugBank_Name	Indication	Targets	Proximity	FDR
42	DB00412	Rosiglitazone	Rosiglitazone is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. 	ACSL4, RXRB, RXRG, PPARA, RXRA, PPARG, PPARD	-0.8411931912584767	<0.0001
43	DB00459	Acitretin	For the treatment of severe psoriasis in adults.	RARB, RBP1, RARA, RXRB, RXRG, RXRA, RARG	-0.8411931912584767	<0.0001
44	DB01393	Bezafibrate	For the treatment of primary hyperlipidaemia types IIa, IIb, III, IV and V (Fredrickson classification) corresponding to groups I, II and III of the European Atherosclerosis Society guidelines - when diet alone or improvements in lifestyle such as increased exercise or weight reduction do not lead to an adequate response. Also for the treatment of secondary hyperlipidaemias, e.g. severe hypertriglyceridemias, when sufficient improvement does not occur after correction of the underlying disorder (e.g. diabetes mellitus).	RXRB, RXRG, PPARA, NR1I2, RXRA, PPARG, PPARD	-0.8411931912584767	<0.0001
45	DB00191	Phentermine	"Phentermine is indicated, alone or in combination with topiramate, as a short-term adjunct, not pass a few weeks, in a regimen of weight reduction based on exercise, behavioral modifications and caloric restriction in the management of exogenous obesity for patients with an initial body mass index (BMI) greater than 30 kg/m2 or greater than 27 kg/m2 in presence of other risk factors such as controller hypertension, diabetes or hyperlipidemia.[FDA label]

Exogenous obesity is considered when the overweight is caused by consuming more food than the person activity level warrants. This condition commonly causes an increase in fat storage. It is an epidemic condition in the United States where over two-thirds of adults are overweight or obese and one in three Americans is obese. In the world, the incidence of obesity has nearly doubled.[A174391]"	NPY, SLC6A4, MAOB, SLC6A2, MAOA, SLC6A3	-0.774836129039741	<0.0001
46	DB00908	Quinidine	For the treatment of ventricular pre-excitation and cardiac dysrhythmias	SCN5A, KCNH2, KCNK1, ADRA1D, ADRA1B, ADRA1A, KCNK6	-0.7481216135998991	<0.0001
47	DB00679	Thioridazine	For the treatment of schizophrenia and generalized anxiety disorder.	KCNH2, DRD2, HTR2A, ADRA1B, ADRA1A, DRD1	-0.7481216135998991	<0.0001
48	DB00420	Promazine	Used as an adjunct for short term treatment of moderate and severe psychomotor agitation. Also used to treat agitation or restlessness in the elderly.	DRD2, HRH1, HTR2A, HTR2C, ADRA1A, CHRM1	-0.7481216135998991	<0.0001
49	DB04786	Suramin	For treatment of human sleeping sickness, onchocerciasis and other diseases caused by trypanosomes and worms.	P2RY2, F2, FSHR, RYR1, PLA2G2A, SIRT5	-0.734559207598162	<0.0001
50	DB00675	Tamoxifen	Tamoxifen is indicated to treat estrogen receptor positive metastatic breast cancer in adults, as an adjuvant in the treatment of early stage estrogen receptor positive breast cancer in adults, to reduce the risk of invasive breast cancer after surgery and radiation in adult women with ductal carcinoma in situ.[L7802]	ESRRG, KCNH2, EBP, SHBG, ESR2, MAPK8, NR1I2, AR, ESR1, PRKCA	-0.6917772023754538	<0.0001
51	DB01118	Amiodarone	"The FDA approved indications for amiodarone are recurrent ventricular fibrillation (VF)
and recurrent hemodynamically unstable ventricular tachycardia (VT). The FDA emphasizes that this drug should only be given in these conditions when they are clinically documented and have not responded to normal therapeutic doses of other antiarrhythmic agents, or when other drugs are not tolerated by the patient.[L3561]

Off-label indications include atrial fibrillation and supraventricular tachycardia.[A189666,A189720,A189723,L11286]"	KCNH2, ADRB1, PPARA, PPARGC1B, CACNA1C, CACNA1I, PPARG	-0.6606190464994227	<0.0001
52	DB00836	Loperamide	For the control and symptomatic relief of acute nonspecific diarrhea and of chronic diarrhea associated with inflammatory bowel disease or gastroenteritis. Also used for reducing the volume of discharge from ileostomies.	CALM1, NR1I3, OPRM1, OPRK1, POMC, OPRD1, CACNA1A	-0.6205151665289874	<0.0001
53	DB00783	Estradiol	"Estradiol is indicated in various preparations for the treatment of moderate to severe vasomotor symptoms and vulvar and vaginal atrophy due to menopause, for the treatment of hypoestrogenism due to hypogonadism, castration, or primary ovarian failure, and for the prevention of postmenopausal osteoporosis. It is also used for the treatment of breast cancer (only for palliation therapy) in certain men or women with metastatic disease, and for the treatment of androgen-dependent prostate cancer (only for palliation therapy).[L11485,L11494,L11497] It is also used in combination with other hormones as a component of oral contraceptive pills for preventing pregnancy (most commonly as [DB00977], a synthetic form of estradiol).

**A note on duration of treatment**

Recommendations for treatment of menopausal symptoms changed drastically following the release of results and early termination of the Women's Health Initiative (WHI) studies in 2002 as concerns were raised regarding estrogen use.[A31626] Specifically, the combined estrogen–progestin group was discontinued after about 5 years of follow up due to a statistically significant increase in invasive breast cancer and in cardiovascular events.[A31627] 

Following extensive critique of the WHI results, Hormone Replacement Therapy (HRT) is now recommended to be used only for a short period (for 3-5 years postmenopause) in low doses, and in women without a history of breast cancer or increased risk of cardiovascular or thromboembolic disease.[A31628] Estrogen for postmenopausal symptoms should always be given with a progestin component due to estrogen's stimulatory effects on the endometrium; in women with an intact uterus, unopposed estrogen has been shown to promote the growth of the endometrium which can lead to endometrial hyperplasia and possibly cancer over the long-term. 

"	MT-ATP6, ESR2, NR1I2, ESR1, BECN1, GPER1, CHRNA4	-0.5793680100508535	<0.0001
54	DB08896	Regorafenib	Regorafenib is indicated for the treatment of patients with metastatic colorectal cancer (CRC) who have been previously treated with fluoropyrimidine-, oxaliplatin- and irinotecan-based chemotherapy, an anti-VEGF therapy, and, if KRAS wild type, an anti-EGFR therapy. Regorafenib is also indicated for the treatment of patients with locally advanced, unresectable or metastatic gastrointestinal stromal tumour (GIST) who have been previously treated with imatinib mesylate and sunitinib malate. Regorafenib is also indicated for the treatment of patients with hepatocellular carcinoma (HCC) previously treated with sorafenib.[L16835]	PDGFRA, PDGFRB, RAF1, FGFR1, NTRK1, KIT, KDR, TEK, RET, FLT1, FLT4, BRAF, ABL1, FGFR2, DDR2, EPHA2, FRK, MAPK11	-0.5790206700884122	<0.0001
55	DB11800	Tivozanib	Tivozanib is approved in the USA for the treatment of relapsed or refractory renal cell carcinoma in adult patients who have undergone two or more systemic therapies.[L32524] In the UK and other countries,  is indicated as first line therapy of adults with advanced renal cell carcinoma (RCC) and VEGFR and mTOR pathway inhibitor-naïve patients after disease progression following one previous treatment with cytokine therapy for advanced disease.[L17180] 	PDGFRA, MET, PDGFRB, PTK6, FGFR1, KIT, KDR, FLT3, TEK, FLT1, FLT4	-0.5680532213867743	<0.0001
56	DB06616	Bosutinib	Treatment of chronic, accelerated, or blast phase Philadelphia chromosome-positive (Ph+) chronic myelogenous leukemia (CML) with resistance or intolerance to prior therapy in adult patients. 	CAMK2G, HCK, MAP2K2, MAP3K2, SRC, MAP2K1, LYN, ABL1, CDK2, BCR	-0.5666397906123534	<0.0001
57	DB12695	Phenethyl Isothiocyanate		ATP5MG, HSPA4, TUBB1, CYB5B, RANBP1, TPM1, MT-ND1, USP14, YWHAB, ACTB, PAPPA, TUBB3, SF3A3, SUCLG2, ACTA2, PSMC3, TPM3, TUBA3C, PSMA3, S100A10, TUBB4B, YWHAH, FBXO41, YWHAQ, TUBA4A, VCP, UCHL1, DIABLO, HSPE1, HSPB1, HNRNPK, YWHAZ, HSPH1, HNRNPF, SMARCE1, TPD52L2, VIM, NUDC, TXN, YWHAE, ATP5ME, TUBB2A, TPM4, TUBA1A, ATP5F1B	-0.5397136876680164	<0.0001
58	DB00201	Caffeine	Caffeine is indicated for the short term treatment of apnea of prematurity in infants and off label for the prevention and treatment of bronchopulmonary dysplasia caused by premature birth.[T716,L9851] In addition, it is indicated in combination with sodium benzoate to treat respiratory depression resulting from an overdose with CNS depressant drugs.[L9899] Caffeine has a broad range of over the counter uses, and is found in energy supplements, athletic enhancement products, pain relief products, as well as cosmetic products.[T716,L9854,L9872]	PIK3CA, RYR1, ADORA2A, PDE1A, PDE4B, PRKDC, ADORA3, PIK3CD, ITPR1, ATM, ADORA1, PDE1B, ADORA2B, PIK3CB	-0.5329250680428338	<0.0001
59	DB01016	Glyburide	Glyburide is indicated alone or as part of combination product with metformin, as an adjunct to diet and exercise, to improve glycemic control in adults with type 2 diabetes mellitus.[L8120,L8123]	KCNJ11, CPT1A, CFTR, TRPM4, ABCC9, ABCA1, ABCC8, ABCB11	-0.4911198196457479	<0.0001
60	DB01254	Dasatinib	For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.	EPHB4, SRC, STAT5B, YES1, CSK, BCR, FGR, PDGFRB, MAPK14, LCK, BTK, ABL2, EPHA2, FYN, EPHA5, FRK, KIT, NR4A3, LYN, ABL1, HSPA8, PPAT, MAP3K20	-0.47994270988462323	<0.0001
61	DB04447	1,4-Dithiothreitol		CAMK2A, TRPM7, TPI1, ALDH1A1, GSTZ1, AXIN1, LGALS1, MSRA, HMGCR, PPIB	-0.44417065625640156	<0.0001
62	DB00575	Clonidine	"Clonidine tablets and transdermal systems are indicated for the treatment of hypertension alone or in combination with other medications.[L7237,L7240] A clonidine injection is indicated for use with opiates in the treatment of severe cancer pain where opiates alone are insufficient.[L7243] An extended release tablet of clonidine is indicated for the treatment of ADHD either alone or in combination with other medications.[L7246]

Clonidine is also used for the diagnosis of pheochromocytoma,[A180565] treatment of nicotine dependance,[A180568] and opiate withdrawal.[A180571]"	ADRA2B, ADRA1D, ADRA1B, ADRA1A, ADRA2A, ADRA2C	-0.4431685090406093	<0.0001
63	DB08901	Ponatinib	Ponatinib is indicated for the treatment of adult patients with chronic phase, accelerated phase, or blast phase chronic myeloid leukemia (CML) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy or Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ALL) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy.	PDGFRA, FGFR1, LCK, KIT, TEK, FLT3, RET, FGFR3, SRC, LYN, ABL1, FGFR4, KDR, FGFR2, BCR	-0.4188624501486373	<0.0001
64	DB00396	Progesterone	"**Gelatinized capsules**

The gelatinized capsules are indicated for use in the prevention of endometrial hyperplasia in non-hysterectomized postmenopausal women who are receiving conjugated estrogens tablets. They are also indicated for use in secondary amenorrhea [FDA label]. 

**Vaginal gel**

Progesterone gel (8%) is indicated as progesterone supplementation or replacement as part of an Assisted Reproductive Technology (“ART”) treatment for infertile women with progesterone deficiency.  The lower concentration progesterone gel (4%) is used in the treatment of secondary amenorrhea, with the use of the 8% concentration if there is no therapeutic response to the 4% gel [F3898].

**Vaginal insert**

This form is indicated to support embryo implantation and early pregnancy by supplementation of corpus luteal function as part of an Assisted Reproductive Technology (ART) treatment program for infertile women [F3901].

**Injection (intramuscular)**

This drug is indicated in amenorrhea and abnormal uterine bleeding due to hormonal imbalance in the absence of organic pathology, such as submucous fibroids or uterine cancer [F3907]. 

**Tablets, contraceptive**

The tablet form of progesterone in contraceptive formulations is indicated for the prevention of pregnancy [F3904]. "	PGR, ORM1, OPRK1, SHBG, CYP17A1, ESR2, NR3C2, AR, ESR1, NR3C1	-0.37007104089930076	<0.0001
65	DB01149	Nefazodone	For the treatment of depression.	KCNH2, SLC6A4, HTR2A, ADRA1B, HTR1A, SLC6A2, HTR2C, ADRA2A, ADRA1A, SLC6A3	-0.360822168489657	<0.0001
66	DB01069	Promethazine	Promethazine tablets and suppositories are indicated to treat rhinitis, allergic conjunctivitis, allergic reactions to blood or plasma, dermographism, anaphylactic reactions, sedation, nausea, vomiting, pain, motion sickness, and allergic skin reactions.[A189907,L4000] Promethazine cough syrup with phenylephrine and codeine is indicated to relieve cough and upper respiratory symptoms, and nasal congestion associated with allergy or the common cold.[L11326]	CHRM4, CHRM3, DRD2, SCN1A, HRH1, CHRM2, HRH2, ADRA1A, CALM1, CHRM5, CHRM1	-0.32880086492184823	<0.0001
67	DB12340	Navitoclax		BCL2L2, BCL2, BAD	-1.951333673944764	0.0005273684268237789
68	DB07594	CCT-018159		HSP90AB1, HSP90AA1	-7.262657656610383	0.0010048450135984582
69	DB01259	Lapatinib	Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.	ERBB2, EGFR	-3.8717722840673288	0.0011326102005972645
70	DB00740	Riluzole	For the treatment of amyotrophic lateral sclerosis (ALS, Lou Gehrig's Disease)	SCN5A, SLC7A11	-2.409405206735181	0.0011808716987873364
71	DB00925	Phenoxybenzamine	For the treatment of phaeochromocytoma (malignant), benign prostatic hypertrophy and malignant essential hypertension.	ADRA2B, ADRA1D, ADRA1B, ADRB2, ADRA2A, ADRA1A, ADRA2C, CALM1	-0.33452333909139725	0.0013064502909597574
72	DB01229	Paclitaxel	Used in the treatment of Kaposi's sarcoma and cancer of the lung, ovarian, and breast. Abraxane® is specfically indicated for the treatment of metastatic breast cancer and locally advanced or metastatic non-small cell lung cancer.	TUBB1, MAP4, BCL2, NR1I2, MAP2, MAPT	-2.0365606128928118	0.002217861677624125
73	DB00749	Etodolac	For acute and long-term management of signs and symptoms of osteoarthritis and rheumatoid arthritis, as well as for the management of pain.	RXRA, PTGS2, PTGS1	-1.6463805693854745	0.0028019951471091402
74	DB00421	Spironolactone	"Spironolactone is indicated for the treatment of New York Heart Association Class III-IV heart failure, management of edema in cirrhotic adults not responsive to fluid and sodium restrictions, primary hyperaldosteronism short-term preoperatively, primary hyperaldosteronism long-term in patients with aldosterone producing adrenal adenomas that are not candidates for surgery or patients with bilarteral micro/macronodular adrenal hyperplasia, as an add-on therapy in hypertension, and in nephrotic syndrome when treatment of the disease as well as fluid and sodium restriction with other diuretics is inadequate.[Label]

Spironolactone has antiandrogenic activity which leads to many of its off label uses. Spironolactone is used off label in the treatment of hirsutism, female pattern hair loss, and adult acne vulgaris.[A178135]

Spironolactone is also frequently used for its antiandrogenic effects in transgender female patients due to its low cost and reducing male-pattern hair growth.[A178138]"	PGR, SHBG, CYP17A1, CYP11B2, CACNG1, NR3C2, SRD5A1, NR1I2, AR, NR3C1	-0.37007104089930076	0.003933425302051435
75	DB00457	Prazosin	"This drug is indicated for the treatment of hypertension (high blood pressure). Prazosin can be given alone or given with other blood pressure-lowering drugs, including diuretics or beta-adrenergic blocking agents [FDA label].

Prazosin does not negatively impact lung function, and therefore may be used to manage hypertension in patients who are asthmatic or patients with chronic obstructive lung disease (COPD)[A176630]."	ADRA2B, KCNH2, ADRA1D, ADRA1B, ADRA2A, ADRA1A	-0.4431685090406093	0.0051351769284296795
76	DB00700	Eplerenone	For improvement of survival of stable patients with left ventricular systolic dysfunction (ejection fraction <40%) and clinical evidence of congestive heart failure after an acute myocardial infarction.	NR3C2	-4.538279259477028	0.005537936203054351
77	DB00433	Prochlorperazine	"Indicated for the symptomatic treatment of severe nausea and vomiting.[label]

Indicated for the management of manifestations of psychotic disorders, such as schizophrenia and generalized non-psychotic anxiety. The use of prochlorperazine for the management of generalized non-psychotic anxiety is typically not a first-line therapy and should be limited to doses of less than 20 mg per day or for shorter than 12 weeks.[label,L6634]

Off-label uses include use in emergency settings for adult and pediatric migraines. The American Headache Society recommends the use of prochlorperazine as the first-line medication in this setting. In pediatric migraines, a non-steroidal anti-inflammatory agent is often used in combination with dopamine antagonist.[L6637]"	ADRA1A, ADRA2A, HRH1, DRD2	-0.8891736773585008	0.006681374001656139
78	DB13954	Estradiol cypionate	Depo-Estradiol intramuscular depot injection is indicated for the treatment of moderate to severe vasomotor symptoms and hypoestrogenism due to hypogonadism.	ESRRG, NCOA2, MT-ATP6, ESR2, HSD17B2, NR1I2, ESR1, BECN1, GPER1, CHRNA4	-0.9523617948633067	0.006899963515159761
79	DB01103	Quinacrine	For the treatment of giardiasis and cutaneous leishmaniasis and the management of malignant effusions.	PLA2G6, PLA2G4A, PLCL1	-0.8043440217952522	0.009648514091647048
80	DB09167	Dosulepin	Indicated in the treatment of symptoms of depressive illness, especially where an anti-anxiety effect is required.	CHRM4, CHRM3, SLC6A4, HRH1, HTR2A, CHRM2, HTR1A, SLC6A2, ADRA2A, ADRA1A, CHRM5, CHRM1	-0.3021164452820077	0.010212585486241656
81	DB06711	Naphazoline	Naphazoline is indicated for use as OTC eyedrops for ocular vasoconstriction or as a nasal preparation for nasal congestion[A176558,L5804,L5807].	ADRA1A, ADRA2A	-1.7697595254732408	0.010519655294279902
82	DB00975	Dipyridamole	For as an adjunct to coumarin anticoagulants in the prevention of postoperative thromboembolic complications of cardiac valve replacement and also used in prevention of angina.	ORM1, PDE10A, RCAN1, PDE5A, ADA, PDE4A	-0.47989932548185216	0.010546420127739159
83	DB00615	Rifabutin	For the prevention of disseminated <i>Mycobacterium avium</i> complex (MAC) disease in patients with advanced HIV infection.	HSP90B1, HSP90AA1	-3.6698429719525256	0.010626131279407121
